EventID,Data,Event,PlayerID,Time
gtlxNbZe2OqfuIu_A9-MMg,"{""message"":{""endSource"":""LOSE"",""level"":""level_12"",""team"":""Shi Force,Doori,Sir Atcha,Fya,""}}",END_GAME,C3B9ADAC-F76C-4B7F-98A0-556BBA7FE4E9,Thu Jan 23 2020 03:10:11 GMT+0000 (Coordinated Universal Time)
CbWaZYj0scVuqrhiXpCdfQ,"{""message"":{""endSource"":""LOSE"",""level"":""level_16"",""team"":""Puka,Marto,Doori,Cloud,""}}",END_GAME,212675EB-EAD6-40F7-8170-BD15C5440FB4,Mon Jan 27 2020 08:44:15 GMT+0000 (Coordinated Universal Time)
SAZJWxEOkMScPfYQ7S-4fw,"{""Attempt"":1,""Level"":""level_3"",""Formation"":""Bob,Marto,Cloud,Fya,""}",START_GAME,A14A0192-A50F-4B2B-BD30-05A173C1675C,Tue Jan 07 2020 23:50:04 GMT+0000 (Coordinated Universal Time)
9d7Zq9xMEybgQK1l7vKJ-w,"{""Level"":""level_2"",""Formation"":""Sir Atcha,Marto,Cloud,Doori,""}",SELECT_LEVEL,A14A0192-A50F-4B2B-BD30-05A173C1675C,Sat Jan 18 2020 03:43:03 GMT+0000 (Coordinated Universal Time)
OfWM9JYjDNVIFUkeMYJtPw,"{""message"":{""endSource"":""LOSE"",""level"":""level_2"",""team"":""Bob,Marto,Cloud,Fya,""}}",END_GAME,daa5cff80643ccced2899f06990d6a3b,Tue Jan 07 2020 04:59:44 GMT+0000 (Coordinated Universal Time)
NpaMlJfmz3Si-ZQthahNIg,"{""Attempt"":1,""Level"":""intro_2"",""Formation"":""Bob,Marto,Cloud,Fya,""}",START_GAME,22f2885f1c8bed90b434d2778d8b37be,Tue Jan 28 2020 03:00:22 GMT+0000 (Coordinated Universal Time)
bjBe65HNM9h367wi50QkEw,"{""Attempt"":6,""Level"":""level_13"",""Formation"":""Shi Force,Marto,Sir Atcha,Fya,""}",START_GAME,C3B9ADAC-F76C-4B7F-98A0-556BBA7FE4E9,Thu Jan 30 2020 01:07:08 GMT+0000 (Coordinated Universal Time)
KVKnOTH6zo87SX5LevN_xA,"{""Attempt"":1,""Level"":""level_5"",""Formation"":""Cloud,Marto,Sir Atcha,Fya,""}",START_GAME,eeb145810509522b6cff8900eb3b1d99,Wed Jan 15 2020 09:04:22 GMT+0000 (Coordinated Universal Time)
_Qczp8s6-YjrHxFRqU3OWw,"{""IsNewPlayer"":false}",OPEN_APP,42d4c790c3cbad73ab6bc47ee3bd9557,Thu Jan 23 2020 06:59:24 GMT+0000 (Coordinated Universal Time)
S0TOf7Y3Gjkmvyk1p1gnaw,"{""message"":{""endSource"":""WIN"",""level"":""level_5"",""team"":""Doori,Marto,Cloud,Sir Atcha,""}}",END_GAME,664e46260b0f2b0d9e13c6708670fdc0,Wed Jan 29 2020 11:03:00 GMT+0000 (Coordinated Universal Time)
WS1Gu7-yvadnCGf-vhouDw,"{""IsNewPlayer"":false}",OPEN_APP,7FA54B7B-90E6-4A5C-ACC7-0B840D9F1DD6,Sat Jan 25 2020 06:15:49 GMT+0000 (Coordinated Universal Time)
3vo631RniJ_0MRJJgHaxpw,"{""Level"":""level_2"",""Formation"":""Marto,Bob,Cloud,Fya,""}",SELECT_LEVEL,0b5169d19638999753e3d00fc6fa7ef9,Tue Jan 07 2020 19:24:59 GMT+0000 (Coordinated Universal Time)
a4LCo8FxTr_XYLsbmJ_kUA,"{""Attempt"":6,""Level"":""level_2"",""Formation"":""Bob,Marto,Cloud,Fya,"",""Source"":""GAME_OVER""}",RETRY_GAME,42d4c790c3cbad73ab6bc47ee3bd9557,Sun Jan 12 2020 09:01:06 GMT+0000 (Coordinated Universal Time)
I05bRbl29XWUhdOJGWI5ug,"{""message"":{""endSource"":""LOSE"",""level"":""level_5"",""team"":""Bob,Marto,Cloud,Fya,""}}",END_GAME,5f630b5975b9e3c2925afdfc012d24de,Thu Jan 23 2020 23:29:53 GMT+0000 (Coordinated Universal Time)
pIV1cJEs8Uy2Qj0JR1YpAg,"{""Level"":""intro_1"",""Formation"":""Bob,Marto,Cloud,Fya,""}",SELECT_LEVEL,E8F0D964-2BF8-4AEE-89C2-8E65A56A8338,Tue Jan 28 2020 04:56:23 GMT+0000 (Coordinated Universal Time)
1FUlkoPhLQcOqPcIf3vdjA,"{""Attempt"":8,""Level"":""level_3"",""Formation"":""Bob,Marto,Cloud,Fya,""}",START_GAME,0bcdb69da2a4dfe7bb5dbb5678e47f35,Fri Jan 24 2020 21:41:28 GMT+0000 (Coordinated Universal Time)
851NjGKs1dBfmhkKKH99VQ,"{""Attempt"":1,""Level"":""intro_1"",""Formation"":""Bob,Marto,Cloud,Fya,""}",START_GAME,E8FC3394-2F26-4514-9A0A-B3CCD58E67A0,Sat Jan 25 2020 16:09:45 GMT+0000 (Coordinated Universal Time)
vq1u_qBwLNU7mNBWgcjbXg,"{""message"":{""endSource"":""PAUSE_POPUP"",""level"":""level_5"",""team"":""Fya,Doori,Sir Atcha,Marto,""}}",END_GAME,45e70a6c1de82e89219c491af0ca215d,Fri Jan 17 2020 03:52:12 GMT+0000 (Coordinated Universal Time)
fpP178DOKiBfKZQv1_am_Q,"{""Attempt"":1,""Level"":""level_6"",""Formation"":""Cloud,Roxi, Yan Yan, and Gio,Bob,Fya,""}",START_GAME,CF535C96-8E5C-4BAF-A24B-CD39CAD5E6AB,Tue Jan 07 2020 07:22:00 GMT+0000 (Coordinated Universal Time)
zNiCdv-my9dWuvJIpcxUAg,"{""message"":{""endSource"":""LOSE"",""level"":""level_3"",""team"":""Bob,Marto,Cloud,Fya,""}}",END_GAME,22f2885f1c8bed90b434d2778d8b37be,Tue Jan 28 2020 03:10:27 GMT+0000 (Coordinated Universal Time)
S1hC9LDlUMqiE8afrtNNbg,"{""message"":{""endSource"":""LOSE"",""level"":""level_5"",""team"":""Bob,Marto,Cloud,Fya,""}}",END_GAME,5f630b5975b9e3c2925afdfc012d24de,Thu Jan 23 2020 23:27:44 GMT+0000 (Coordinated Universal Time)
EWJVbdg4I1e5HpTcE99YyA,"{""Attempt"":5,""Level"":""level_1"",""Formation"":""Bob,Marto,Cloud,Fya,""}",START_GAME,1D331EF6-0913-442C-86A4-A9C598D84EDF,Sat Jan 25 2020 04:14:51 GMT+0000 (Coordinated Universal Time)
wlMeyWKIRjh8jrPtWDUsRw,"{""Level"":""level_10"",""Source"":""LEVEL_POPUP""}",WINDOW_CLOSED,0b5169d19638999753e3d00fc6fa7ef9,Sat Jan 18 2020 23:11:52 GMT+0000 (Coordinated Universal Time)
vnEm3HTm3stbFl5uugKI1A,"{""Level"":""level_5"",""Source"":""FORMATION_POPUP""}",WINDOW_CLOSED,E8F0D964-2BF8-4AEE-89C2-8E65A56A8338,Tue Jan 28 2020 15:54:26 GMT+0000 (Coordinated Universal Time)
D9_BaQJj3TEQJZyna1x4xQ,"{""Level"":""level_5"",""Formation"":""Sir Atcha,Marto,Cloud,Fya,""}",EDIT_TEAM,41860341-36A0-4518-895D-0A6637910ED9,Tue Jan 07 2020 20:33:18 GMT+0000 (Coordinated Universal Time)
p_TU_ouLntmOFXiusdAGlA,"{""Attempt"":3,""Level"":""level_1"",""Formation"":""Bob,Marto,Cloud,Fya,"",""Source"":""GAME_OVER""}",RETRY_GAME,8f0b7de452d72257e578560775c77987,Sat Jan 18 2020 02:54:40 GMT+0000 (Coordinated Universal Time)
-9zfPkBCWYanm2d37-AqUA,"{""IsNewPlayer"":false}",OPEN_APP,212675EB-EAD6-40F7-8170-BD15C5440FB4,Sun Jan 26 2020 06:31:59 GMT+0000 (Coordinated Universal Time)
RNCtd4rtB6vDhLTJPkHF9w,"{""Level"":""level_10"",""Formation"":""Sir Atcha,Marto,Puka,Doori,""}",SELECT_LEVEL,45e70a6c1de82e89219c491af0ca215d,Tue Jan 07 2020 17:02:44 GMT+0000 (Coordinated Universal Time)
vxXwRio-Fk7l9e_wQ4xRvA,"{""Level"":""level_3"",""Formation"":""Fya,Bob,Roxi, Yan Yan, and Gio,Doori,""}",EDIT_TEAM,45e70a6c1de82e89219c491af0ca215d,Wed Jan 08 2020 23:06:50 GMT+0000 (Coordinated Universal Time)
3dGgW4HlVvESIyW7IFZhsA,"{""Attempt"":15,""Level"":""level_4"",""Formation"":""Bob,Marto,Cloud,Fya,"",""Source"":""GAME_OVER""}",RETRY_GAME,eaf3cb5c3c66dbabd17c130e8ac567a5,Tue Jan 07 2020 19:41:17 GMT+0000 (Coordinated Universal Time)
XtBWHxi37ICAV-crhWbnvQ,"{""Level"":""level_2"",""Source"":""LEVEL_POPUP""}",WINDOW_CLOSED,178D2D7F-0807-40A4-8CB6-1C72827757E0,Wed Jan 15 2020 23:04:57 GMT+0000 (Coordinated Universal Time)
g8mwl8l0bZ0Xr3daNfyzTg,"{""message"":{""endSource"":""WIN"",""level"":""level_1"",""team"":""Bob,Marto,Cloud,Fya,""}}",END_GAME,A14A0192-A50F-4B2B-BD30-05A173C1675C,Sat Jan 18 2020 02:54:32 GMT+0000 (Coordinated Universal Time)
Vo5svt8Zq7H1xRx9A13aWQ,"{""message"":{""endSource"":""LOSE"",""level"":""level_2"",""team"":""Bob,Marto,Cloud,Fya,""}}",END_GAME,41860341-36A0-4518-895D-0A6637910ED9,Tue Jan 07 2020 20:07:55 GMT+0000 (Coordinated Universal Time)
ulMd5ASZ639sYD-p5WTdvw,"{""Level"":""level_5"",""Formation"":""Bob,Sir Atcha,Doori,Fya,""}",SELECT_LEVEL,DE79C290-6E94-4200-A1CD-C4CED5C7EAA7,Fri Jan 24 2020 23:50:30 GMT+0000 (Coordinated Universal Time)
tYYXhkDXQ3kXY27eZoof6g,"{""Level"":""level_8"",""Source"":""LEVEL_POPUP""}",WINDOW_CLOSED,0bcdb69da2a4dfe7bb5dbb5678e47f35,Thu Jan 23 2020 18:28:48 GMT+0000 (Coordinated Universal Time)
mTKc5Vxo8a_19ZmI3YX-vg,"{""message"":{""endSource"":""LOSE"",""level"":""level_3"",""team"":""Bob,Marto,Cloud,Fya,""}}",END_GAME,664e46260b0f2b0d9e13c6708670fdc0,Wed Jan 29 2020 10:57:23 GMT+0000 (Coordinated Universal Time)
ZCA9Q1Yhiqsx6m5Je50-ZA,"{""message"":{""endSource"":""LOSE"",""level"":""level_3"",""team"":""Fya,Sir Atcha,Bob,Doori,""}}",END_GAME,45e70a6c1de82e89219c491af0ca215d,Sun Jan 12 2020 23:22:40 GMT+0000 (Coordinated Universal Time)
cG2SYVnOym42YoabUHKdeQ,"{""message"":{""endSource"":""WIN"",""level"":""level_6"",""team"":""Marto,Roxi, Yan Yan, and Gio,Doori,Fya,""}}",END_GAME,C3B9ADAC-F76C-4B7F-98A0-556BBA7FE4E9,Fri Jan 17 2020 07:44:21 GMT+0000 (Coordinated Universal Time)
lx9QI-MjmhTlHxiKOJOYRA,"{""Level"":""level_11"",""Formation"":""Doori,Sir Atcha,Marto,Fya,""}",SELECT_LEVEL,0b5169d19638999753e3d00fc6fa7ef9,Sat Jan 18 2020 23:11:58 GMT+0000 (Coordinated Universal Time)
00PuMH2Pxa-s7zXMoJcjTw,"{""Level"":""level_12"",""Formation"":""Doori,Marto,Roxi, Yan Yan, and Gio,Sir Atcha,""}",EDIT_TEAM,212675EB-EAD6-40F7-8170-BD15C5440FB4,Fri Jan 24 2020 07:17:03 GMT+0000 (Coordinated Universal Time)
Xn9Gdp0rQa5K-9lcdWLQvg,"{""Level"":""level_16"",""Source"":""FORMATION_POPUP""}",WINDOW_CLOSED,E8F0D964-2BF8-4AEE-89C2-8E65A56A8338,Wed Jan 29 2020 17:26:35 GMT+0000 (Coordinated Universal Time)
cEXfqSOHgCQgo722JRYHBw,"{""Level"":""level_4"",""Source"":""LEVEL_POPUP""}",WINDOW_CLOSED,A14A0192-A50F-4B2B-BD30-05A173C1675C,Tue Jan 14 2020 21:22:42 GMT+0000 (Coordinated Universal Time)
t1HeCaUqgM9n1JXbjXwtuA,"{""Attempt"":8,""Level"":""level_5"",""Formation"":""Bob,Marto,Cloud,Fya,"",""Source"":""GAME_OVER""}",RETRY_GAME,5f630b5975b9e3c2925afdfc012d24de,Thu Jan 23 2020 23:30:40 GMT+0000 (Coordinated Universal Time)
3RdNOSldqXAzXVf-r_I5wQ,"{""Attempt"":15,""Level"":""level_11"",""Formation"":""Fya,Doori,Marto,Roxi, Yan Yan, and Gio,"",""Source"":""GAME_OVER""}",RETRY_GAME,C3B9ADAC-F76C-4B7F-98A0-556BBA7FE4E9,Tue Jan 21 2020 03:02:15 GMT+0000 (Coordinated Universal Time)
2kF0eXm4EaE29gPqPlPNgQ,"{""Level"":""intro_4"",""Formation"":""Bob,Marto,Cloud,Fya,""}",SELECT_LEVEL,e599ec4650d6eb77dc88f403958b793d,Wed Jan 29 2020 03:57:39 GMT+0000 (Coordinated Universal Time)
kf1oAKR89pDlDABv3DII-A,"{""IsNewPlayer"":false}",OPEN_APP,672c4c8760797b4edc0693d52938a035,Tue Jan 14 2020 22:12:09 GMT+0000 (Coordinated Universal Time)
lLb3637v6HB1590Qs-ptTA,"{""Level"":""level_16"",""Source"":""LEVEL_POPUP""}",WINDOW_CLOSED,45e70a6c1de82e89219c491af0ca215d,Sat Jan 11 2020 20:48:09 GMT+0000 (Coordinated Universal Time)
17EhTamOBbjTeG-jqQ1Egg,"{""message"":{""endSource"":""LOSE"",""level"":""level_5"",""team"":""Cloud,Doori,Marto,Fya,""}}",END_GAME,eaf3cb5c3c66dbabd17c130e8ac567a5,Tue Jan 07 2020 19:59:10 GMT+0000 (Coordinated Universal Time)
doKR3YSp_hSMFeX_6SlG7w,"{""IsNewPlayer"":false}",OPEN_APP,1d5f756eeaad21046ddd9a3d605a47af,Wed Jan 08 2020 19:04:58 GMT+0000 (Coordinated Universal Time)
YC8mkkhxL9vEATYm124G6w,"{""Attempt"":18,""Level"":""level_16"",""Formation"":""Miko,Doori,Sir Atcha,Cloud,"",""Source"":""GAME_OVER""}",RETRY_GAME,E8F0D964-2BF8-4AEE-89C2-8E65A56A8338,Wed Jan 29 2020 19:50:46 GMT+0000 (Coordinated Universal Time)
5z-UDD2ZQ2I68PzKLe4EIA,"{""Attempt"":1,""Level"":""level_4"",""Formation"":""Bob,Marto,Cloud,Fya,""}",START_GAME,A14A0192-A50F-4B2B-BD30-05A173C1675C,Tue Jan 14 2020 21:25:00 GMT+0000 (Coordinated Universal Time)
m93wymR7LGS_iGhdg-O0SA,"{""Level"":""level_2"",""Formation"":""Bob,Marto,Cloud,Fya,""}",SELECT_LEVEL,101f3c83de581c5c016cf8aab44ba10f,Sat Feb 01 2020 22:02:08 GMT+0000 (Coordinated Universal Time)
cLp8PlL0eMJyKRLahO0sDg,"{""Attempt"":6,""Level"":""level_6"",""Formation"":""Bob,Marto,Roxi, Yan Yan, and Gio,Doori,"",""Source"":""GAME_OVER""}",RETRY_GAME,45e70a6c1de82e89219c491af0ca215d,Tue Jan 07 2020 13:50:25 GMT+0000 (Coordinated Universal Time)
fFuKgpX2JrSur7rIg65i9w,"{""IsNewPlayer"":false}",OPEN_APP,CF535C96-8E5C-4BAF-A24B-CD39CAD5E6AB,Fri Jan 24 2020 20:28:57 GMT+0000 (Coordinated Universal Time)
7fJ7-wpcWAHOnX4Ji7tn0w,"{""Level"":""level_12"",""Formation"":""Shi Force,Doori,Marto,Roxi, Yan Yan, and Gio,""}",SAVE_TEAM,C3B9ADAC-F76C-4B7F-98A0-556BBA7FE4E9,Tue Jan 21 2020 03:05:19 GMT+0000 (Coordinated Universal Time)
gJzogRxH9ZwixDNBbRtlbg,"{""Level"":""level_13"",""Formation"":""Miko,Puka,Doori,Marto,""}",SELECT_LEVEL,E8F0D964-2BF8-4AEE-89C2-8E65A56A8338,Tue Jan 28 2020 23:22:10 GMT+0000 (Coordinated Universal Time)
NNzCvobMF2CWbO59ezDmiQ,"{""message"":{""endSource"":""WIN"",""level"":""level_2"",""team"":""Marto,Bob,Cloud,Fya,""}}",END_GAME,0b5169d19638999753e3d00fc6fa7ef9,Tue Jan 07 2020 19:25:25 GMT+0000 (Coordinated Universal Time)
KoAFGPMSOoQ8QDOihMbwYg,"{""Attempt"":89,""Level"":""level_16"",""Formation"":""Puka,Marto,Doori,Cloud,"",""Source"":""GAME_OVER""}",RETRY_GAME,212675EB-EAD6-40F7-8170-BD15C5440FB4,Mon Jan 27 2020 08:42:14 GMT+0000 (Coordinated Universal Time)
J4AvCjJhCJph8gxL-8FqxQ,"{""Level"":""level_4"",""Formation"":""Bob,Sir Atcha,Cloud,Fya,""}",EDIT_TEAM,8f0b7de452d72257e578560775c77987,Fri Jan 17 2020 23:54:54 GMT+0000 (Coordinated Universal Time)
mQX6cmGCdaFc7-W9DR9_eQ,"{""message"":{""endSource"":""LOSE"",""level"":""level_16"",""team"":""Puka,Marto,Doori,Cloud,""}}",END_GAME,212675EB-EAD6-40F7-8170-BD15C5440FB4,Mon Jan 27 2020 08:45:35 GMT+0000 (Coordinated Universal Time)
Lra3n0Bn9lNY-wdqHMVLfw,"{""message"":{""endSource"":""LOSE"",""level"":""intro_1"",""team"":""Bob,Marto,Cloud,Fya,""}}",END_GAME,7FA54B7B-90E6-4A5C-ACC7-0B840D9F1DD6,Sat Jan 25 2020 06:15:17 GMT+0000 (Coordinated Universal Time)
5VlTwK595ENJEDXg1FYyRA,"{""IsNewPlayer"":false}",OPEN_APP,5f630b5975b9e3c2925afdfc012d24de,Thu Jan 23 2020 22:56:59 GMT+0000 (Coordinated Universal Time)
hg97k7s82vWAOYoX6ujAXg,"{""message"":{""endSource"":""WIN"",""level"":""level_4"",""team"":""Doori,Sir Atcha,Cloud,Fya,""}}",END_GAME,b8ab2e96fc5a30cdc73a0e429cd1a210,Thu Jan 16 2020 19:14:06 GMT+0000 (Coordinated Universal Time)
Cx8ls5QH40doPi2nIhOi1Q,"{""Level"":""level_6"",""Formation"":""Sir Atcha,Marto,Cloud,Roxi, Yan Yan, and Gio,""}",SAVE_TEAM,42d4c790c3cbad73ab6bc47ee3bd9557,Sun Jan 12 2020 09:36:48 GMT+0000 (Coordinated Universal Time)
pC0HMO00TwCGraxzDHJwWQ,"{""message"":{""endSource"":""LOSE"",""level"":""level_4"",""team"":""Bob,Marto,Cloud,Fya,""}}",END_GAME,8f0b7de452d72257e578560775c77987,Tue Jan 14 2020 21:48:30 GMT+0000 (Coordinated Universal Time)
OuTFekUdhPTWZ5xrLQIZSA,"{""IsNewPlayer"":false}",OPEN_APP,de5dc45098f571a258616ba8b9b7c69e,Tue Jan 21 2020 22:10:04 GMT+0000 (Coordinated Universal Time)
xbfkp91OBiwCxb0O-Jtqfw,"{""Level"":""level_4"",""Formation"":""Doori,Sir Atcha,Miko,Puka,""}",SELECT_LEVEL,45e70a6c1de82e89219c491af0ca215d,Thu Jan 30 2020 21:15:56 GMT+0000 (Coordinated Universal Time)
DXYOpCogQPM7taEVERWSow,"{""Attempt"":38,""Level"":""level_12"",""Formation"":""Shi Force,Doori,Miko,Fya,""}",START_GAME,C3B9ADAC-F76C-4B7F-98A0-556BBA7FE4E9,Tue Jan 21 2020 17:16:37 GMT+0000 (Coordinated Universal Time)
Njj8Ns87oNQVvl1N2w3IZw,"{""Attempt"":5,""Level"":""level_4"",""Formation"":""Bob,Marto,Cloud,Fya,"",""Source"":""GAME_OVER""}",RETRY_GAME,8f0b7de452d72257e578560775c77987,Fri Jan 17 2020 02:46:15 GMT+0000 (Coordinated Universal Time)
